sentimen,tweet
netral,mengeluhkan mengenai persoalan ekonomi & deindustrialisasi  https://bit.ly/2Gl31HAÂ  #PrabowoSalahkanSBY @jokowi @yudisaputra333 #WF49
netral,"Prabowo, Arah ekonomi salah karena Orde Baru dan Amien Rais"
netral,Asosiasi Pengusaha Bumiputera Nusantara Se Indonesia (ASPRINDO) beranggota 5.000 UMKM dukung Capres 02 Prabowo - Sandi karena program untuk bebaskan pajak usaha hingga keuntungan 3M #YourTurnBro @prabowo @sandiuno pic.twitter.com/47iY7eWle1
netral,"Sebaik jngn di bahas dulu, apa yg dikatakan Bapak Prabowo ini kesalahan kt semua karena slh 1 sumberdaya ekonomi kita adalah tanah, air dan udara(termasuk frekwensi). Harus sesuai dengan UUD 1945 yg asli""dikelola negara dan dipergunakan seluasnya untuk rakyat"""
negatif,Presiden seperti @jokowi  ini sangat rendah hati dan sangat rendah nilai kepemiminannya dan wibawanya sebatas pencitraan belaka dan ekonomi meningkat untuk pendukungnya bukan rakyatnya.
negatif,mengeluhkan mengenai persoalan ekonomi dan deindustrialisasi  https://bit.ly/2Gl31HAÂ  #PrabowoSalahkanSBY @jokowi  wowo hobi nyalahin orang
negatif,Ada masyarakat di pelosok bilang kalau Prabowo jadi president Indonesia bisa perang.  Sampai segitunya fitnah mereka sebarkan.  Hancur ekonomi makro dibuatnya ðŸ˜‚ Tetap 17 April 2019 ke TPS: TUSUK PRABOWO SANDI.
positif,"Pak Dhe  @Jokowi mengingatkan, perbedaan, keragaman dan kebhinekaan Indonesia harus dijaga dan dirawat bersama,Dasar negara kita Pancasila, NKRI, Bhinneka Tunggal Ika. UUD 1945. Sudah final. Harga mati dan tidak bisa diganggu gugatâ€œ  https://twitter.com/jokowi/status/1117268796916396034?s=19Â â€¦"
negatif,Jelas prabowo ga paham konsep ekonomi.  https://twitter.com/medcom_id/status/1117079154497703936Â â€¦
netral,"Wowow dalam debat mengatakan, orientasi ekonomi Indonesia tidak berada di jalur yang benar. Meskipun mengatakan itu, dirinya tidak menyalahkan â¦@jokowiâ© , namun para pemimpin sebelum Jokowi  https://www.suara.com/news/2019/04/13/224020/partai-demokrat-ngamuk-prabowo-dinilai-salahkan-sby-saat-debat-pilpresÂ â€¦ Â  #PrabowoSalahkanSBY"
negatif,"Brooo Narasinya sedikit di jaga boleh lah sedikit baper TPI pak Prabowo itu subtansinya Ekonominya salah arah 4,5 Th si jaee malah tambah ngerusak dan malah arah nya ga karuan carut marut eknoomi"
netral,"Silahkan mau pilih yg gakbmau digaji atau yg mau harap gaji. jika Terpilih, Prabowo-Sandi Tak Akan Ambil Gaji.  #HoaxJkwMenangTotalDebat #DahlanIskanPilihPrabowo http://babe.topbuzz.com/article/i6679581824152240641?app_id=1125&gid=6679581824152240641&impr_id=6679595384601331969&language=id&region=id&user_id=6586228103324254210&c=twÂ â€¦"
netral,"Terkait ekonomi makro,  Pak Jokowi ngomong, ayo besok dilihat lagi datanya..!!!   Hari ini saya lihat datanya :    https://m.cnnindonesia.com/ekonomi/20190411061905-532-385189/debat-capres-dihantui-kinerja-dagang-petahana-jokowiÂ â€¦"
negatif,"Kapan majunya bangsa Ini kalau peradaban busuk ditumpuk2 lagu Akan dijadikan. Reference Dalam memerintah dikemudian Hari, koruptor diberikan pensiun, sementara Dia tdk mengambil gaji, apa makanya Ini?"
negatif,"yang menyalahkan ekonomi ke arah yang salah karena presiden sebelum Jokowi #PrabowoSalahkanSBY ""Yang dimaksud mungkin presiden california kali, ya.. pic.twitter.com/5QorvAJOht"
netral,Persoalan ekonomi Indonesia bukanlah kesalahan Jokowi. 3 kali pernyataan itu ditegaskan oleh #PrabowoSalahkanSBY
negatif,"Kata Wowo kesalahan arah ekonomi yang mengakibatkan terjadinya deindustrialisasi adlah salah semua pihak. Termasuk presiden-presiden sebelum Jokowi. Lah, ekonomi Indonesia masa Pak Jokowi baik-baik aja tuh. Malah ngehoaks dengan menyalahkan Presiden terdahulu. #PrabowoSalahkanSBY pic.twitter.com/BcETrEOlat"
netral,"Jika Terpilih Prabowo-Sandi Tak Akan Ambil Gaji, Diberikan Untuk Yatim dan Kaum Dhu'afa  http://www.portal-islam.id/2019/04/jika-terpilih-prabowo-sandi-tak-akan.htmlÂ â€¦"
netral,"02 insya Allah,akan menyumbangkan gajinya ke kaum duafa,,,karna prabowo dan sandiaga sudah kaya,,,"
netral,"Debat Pamungkas Capres Cawapres Pemilu 2019, Bahas Ekonomi, Kesejahteraan Sosial @KPU_RI @bawaslu_RI @jokowi @KHMarufAmin_ @prabowo @sandiuno @TKNJokowiAmin01 #BacaKoranRM #ClickRMCoid #RakyatMerdeka #DebatCapresKelima https://rmco.id/lihat-foto/pemilu-presiden/7191/debat-pamungkas-capres-cawapres-pemilu-2019-bahas-ekonomi-kesejahteraan-sosial/1Â â€¦"
negatif,"Kau yang dungu...makanya otak dipake,hal paling mendasar yg dismpaikan prabowo...ttng ekonomi lagi nyungsep,sembako mahal,petani,kesusahan,lpngan kerja sulit...trlalu bxk hal penting yg bisa diperdebatkan...NgAPAIN bahas Game Mobile legend pmbawah mudorat bagi anak bangsa,Tolol"
positif,THE GREAT CLOSING STATEMENT FROM THE NEXT INDONESIAN LEADERS prabowo - sandiuno  Kami Berkomitmen Berdua Untuk Tidak Mengambil Gaji Se-Rupiah Pun Jika Kami Mendapatkan Amanah Ini Kami Akanâ€¦  https://www.instagram.com/p/BwOM7gQnD2Y/?utm_source=ig_twitter_share&igshid=a3akanluj873Â â€¦
netral,Pertanyaan jokowi masalah e sport sama meubel lejen kan udah d jawab pak sandi. Pak prabowo hanya menegaskan akan lebih fokus ke swasembada pangan drpd ekonomi digital
negatif,"HAHAHA sudah jelas skrng anda tak berilmu, tak mempunyai argumen, tak paham hubungan antara ML dgn ekonomi dan daya beli.. persis junjunganmu. Thanks telah menghibur saya, nanti kalau anda sudah punya argumen yg jelas baru saya tanggapi lagi HAHAHA ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜†ðŸ˜†ðŸ˜†"
negatif,"duuuh ko #PrabowoSalahkanSBY dan menyebut kondisi ekonomi Indonesia yang salah arah, karena kesalahan presiden-presiden sebelum Jokowi  https://bit.ly/2P9eEEmÂ  @jokowi @riofebriant2 #WF38"
netral,KNKS akan dikembankan @jokowi & untuk mengembangkan ekonomi dan menjadikan Indonesia sebagai Islamic finance di dunia. #01ndonesiaMaju
netral,"Kalo kata pak wowo : @Jokowi gak salah kok, yang salah tu SBY soalnya bikin arah ekonomi jd ikut salah  #PrabowoSalahkanSBY"
netral,#PrabowoSalahkanSBY mempermasalahkan terkait permasalahan ekonomi yang dihadapi Indonesia saat ini. Padahal Bowo tengah berdebat dengan capres JokowÂ Widodo  https://bit.ly/2DgcEp3Â  @jokowi  demokrat out dari kubu 12
negatif,"Betul tidak bisa satu dua orang dijadikan parameter menggeneralisir ketidak berhasil perekonomian, keadilan  Dan  kesehahteraan masyarakat Indonesia...sungguh sangat naif"
netral,Jokowi Berikan Kuliah Ekonomi UntukÂ Prabowo-Sandi  https://kritikin.com/jokowi-berikan-kuliah-ekonomi-untuk-prabowo-sandi/Â â€¦ pic.twitter.com/IIyrVFtBgx
positif,"Now It's #YourTurnBro please say to them that Prabowo - Sandi tidak akan ambil gaji sebagai seorang Presiden dan Wapres dan gajinya akan disumbangkan ke kaum dhuafa..kerennn kan, bukti bahwa beliau2 akan wakafkan harta dan jiwanya utk NKRI"
positif,#PrabowoSalahkanSBY 10 tahun bpk @SBYudhoyono berjuang menstabilkan ekonomi Indonesia ditengah2 gempuran krisis global dan akhirnya mjd pondasi ekonomi yg kuat utk pakdhe @jokowi membangun infrastruktur ke pelosok Indonesia. Terimakasih banyak Bapak @SBYudhoyono ....
positif,Komunitas olahraga siap deklarasi dukung Jokowi-Maâ€™ruf yang akan dihadiri puluhan atlet dari berbagai cabang olahraga dan ratusan simpatisan. Ini merupakan suatu penghargaan atas kerja hebat Pak Jokowi untuk olahraga Indonesia.
negatif,"Kamu ngak ambil gaji bukan berarti kamu layak jadi presiden, bukan berarti kamu layak jadi pemimpin Indonesia, karna indikatornya jadi pemimpin bukan itu."
negatif,#PrabowoSalahkanSBY mempermasalahkan terkait permasalahan ekonomi yg dihadapi Indonesia saat ini. Padahal wowo tengah berdebat dgn capres JokowÂ Widodo  https://bit.ly/2DgcEp3Â  @jokowi @setyawanarifb #WF31
positif,Adil makmur Gak korupsi Gak ambil gaji  #YourTurnBro @prabowo @sandiuno
positif,"Kata Wowo kesalahan arah ekonomi yang mengakibatkan terjadinya deindustrialisasi adalah salah semua pihak. Termasuk presiden2 sebelum Jokowi. Lah, ekonomi Indonesia masa Pak Jokowi baik-baik aja tuh. Malah ngehoaks dengan menyalahkan Presiden terdahulu. #PrabowoSalahkanSBY"
positif,"Tidak Akan menggambil Gaji Sebagai Upah,  adalah bentuk keikhlasan membawa indonesia ke arah yg lebih baik,  Saudara-saudari kita harus percaya bahwa Allah telah mempersiapkan yang terbaik untuk Indonesia.  Salam masa Tenang ðŸ˜€ @prabowo @sandiuno pic.twitter.com/htddywbNMR"
negatif,Pertanyaan debat tentang E-SPORT oleh pak @jokowi di jawabnya tentang harga sembako oleh wowo ðŸ¤£ðŸ¤£ðŸ¤£ðŸ¤£ðŸ¤£ðŸ¤£ðŸ¤£ #MobileLegends #DebatTerakhirPilpres2019 #JokowiDILANjutkanLagi pic.twitter.com/FvYzcFgXcX
positif,"Masyaallah, niat tulus dan eksekusi insyaallah berbalas pahala berlimpah oleh Allah. Baru kali ini ada pimpin yg tidak ingin digaji. Salute for you mister @prabowo and @sandiuno its #yourturnbro https://twitter.com/sandiuno/status/1117097431240339457Â â€¦"
negatif,Sandi bulak balik megkeritik harga harga mahal namun tak ada penjelasan dari jokowi ada yg bisa menjelaskan..????
positif,"Aku pilpres nanti pilih Pak Prabowo, alasannya Pak Prabowo piara kucing. Ndak peduli lah tentang pernyataan ttg ekonomi, kesejahreraan, unicorn apa lagi tentang isu isu agama. Pak Jokowi piara kucing ndak sih? Kalo iya aku tak nyoblos 2 2 nya"
positif,"Pak jokowi habis dikuliahi ekonomi makro sama bu SM yakk ðŸ˜„ ekonomi 3 sektor : RT, perusahaan, pemerintah, ðŸ‘"
positif,"Hmmm, v#PrabowoSalahkanSBY  https://bit.ly/2UyAoiRÂ  PS bilang didebat keadaan ekonomi Indonesia saat ini bukan salah @jokowi tp salah pemimpin2 terdahulu. Jd utk penggemar 02 jgn salahkan Jokowi lagi ya krn bosmu udh bilang itu bukan salah Jokowi. Semakin mantap pilih @jokowi."
negatif,"Heuu.. pdhl di bahasan sblmnya Jokowi sdh menjelaskan kebijakannya ttg infrastuktur desa (apa dong kalo bkn buat ngangkat sektor pertanian?), dana desa, etc2. Giliran bahas ekonomi kreatif, knapa larinya ke pwrtanian lagi? Kapan majunyaa bambaang?? #JokowiMenangTotalDebat"
positif,"tolong kepada pa prabowo kalau memang benar anda terpilih jadi presiden bangun juga infrastruktur jaringan, memang rakyat butuh harga"" murah tapi kita juga perlu mengikuti gerakan dunia.  jujur takut jadi kaya korut"
negatif,HAHAHA  komentar kalian semua tidak jelas. Saya menyampaikan hubungan antara ML dengan ekonomi dan daya beli. Silahkan bantah jika tdk sependapat namun bantahlah dgn argumen yg jelas selayaknya orang berilmu pengetahuan. Bukan sekedar koar-koar gak jelas HAHAHA
positif,"Coba gini aja.. jumlah pemain ML di indo ada berapa. berapa jumlah download ML di playstore Bandingkan berapa orang yang berhasil ngasilin duit dari ML mau pro player ataupun youtuber (jess no limit, michael souw) Gw milih prabowo, buat benerin ekonomi n daya beli, kerasa bgt bro"
positif,"Sbg bagian dr bangsa ini yg memiliki kelebihan dlm hal perikanan, kelautan, teknologi dan ekonomi sy mengalami sendiri sulitnya memberi masukan dan ide terbaik kpd Bapak menjadikan jalan tercepat utk mewujudkan masyarakat adil dan makmur...."
positif,tak ada keraguan prabowo sandi memberikan solusi atas kesemrawutan ekonomi kita...#YouTurnBro
negatif,"Nge hack punya profesor saididu? dibayar jokowi ya? Tujuannya apa sih? Ilmu digunakan ke hal yg positif lebih berharga. akun orang, gak perlu kau handle.  @jokowi @Jokowi_Amin @JokowiCentre pekerjaan ini apa ya namanya? Fitnah atau hoax?"
positif,"belom bisa move on dari acara kemaren di GBK karena sangat sangat berharga sekali , dan ramai nya pendukung Jokowi yang berkumpul di GBK dan juga acaranya yang keren sekali jadi agak susah di lupakan . #PrabowoSalahkanSBY #01JokowiLagiIndonesiaMaju pic.twitter.com/4soiZHtwW0"
positif,"Hmmm, Semakin mantap pilih @jokowi.  https://bit.ly/2X8pIEvÂ  Ketika paslon 01 bahas ekonomi makro secara global, paslon 02 jawabnya seperti anak bayi yang nggak ngerti apa2. Hanya bisa lihat ini itu tapi masih belajar utk memahami suatu pernyataan.  #PrabowoSalahkanSBY"
positif,jika hidup disetarakan dengan profesi. pasti aman. kita yg driver aja gak pernah merasa susah atau harga mahal. semua sudah wajar. wajar dengan profesi. wajar dengan konsumsi kita sendiri. maju terus Jokowi !
negatif,JOKOWI main Pawang Hujan  Sejak rasa ingin 2 periode..  Ekonomi 5% itu tandanya GAGAL mas Jok
positif,"Saat Jokowi mengajarkan ekonomi makro kepada PRABOWO dan SANDIAGA yang merupakan pebisnis kelas nasional, di situ saya merasa..ðŸ˜‹"
positif,Sudah takdir kita dpt presiden yg males baca tentang ekonomi. Padahal banyak ahli ekonomi di sekelilingnya. Semoga pak Prabowo dan Sandiaga Uno bisa mewujudkan ekonomi adil dan makmur. Allahu Akbar
negatif,Pak prabowo mana paham soal perhitungan pajak...kalo soal ngomong naikan naikan naikan pajak..saya juga bisa..tapi apa dah ngitung dampak nya bagi masyarakat...itu yg gak di pikirkan sama sekali...ngomong dulu..mikir belakangan....
positif,"Udah lae, jangan diladenin. Mereka sdh dipersiapkan jadi militan. Banyak hal yang lebih berharga utk kita bicarakan bersama. Blok atau Silent saja. Kalau mereka senang perpecahan karena beda pilihan, mereka bukan bagian dari penjaga Pancasila. Cukup tau aja kan?"
netral,"PS bolak-balik menyinggung soal deindustrialisasi. Meski begitu, dia mengatakan tak ingin menyalahkan @jokowi. Dia malah berujar salah arahnya pembangunan ekonomi Indonesia tak terlepas dr andil presiden sebelum @jokowi.  https://bit.ly/2Za6qjLÂ  #PrabowoSalahkanSBY"
positif,"Mereka seperti pimp era sebelumnya mulai soeharto memainkan bahan pokok murah, BBM, listrik murah dari mana duitnya dari hutang jg. Skrg era @jokowi mengurangi subsidi tapi u/ membangun infrastruktur, pemb pasti ada dampak ekonominya jg"
negatif,Dikeluarkan kartu sembako murah ini artinya pemerintah belum bisa memperbaiki ekonomi Indonesia
positif,"Bukti kita tulus dengan negara bukan karena kita tdk menerima gaji, itu adalah hak hasil kerja yg hrus diterima. Jika tulus dgn indonesia serahkan pemerintahan ke pak jokowi biar indonesia lbh maju dan go international."
positif,"Pak @prabowo janji kalau jadi Presiden gak akan mengambil gaji.  Dia mau mencontoh akhlak 1.400 karyawannya di PT Kiani, yang sudah bertahun-tahun gak ambil gaji juga.  Hikmahnya : belajar bisa dari siapa saja. Meski dari karyawannya sendiri. #prabowosalahkanSBY ðŸ˜‚"
netral,"JikaTerpilih, Prabowo â€“ Sandi Tak akan AmbilÂ Gaji  https://klikkabar.com/2019/04/14/jikaterpilih-prabowo-sandi-tak-akan-ambil-gaji/Â â€¦ pic.twitter.com/ippGUt379N"
negatif,"Sidimpuan Pak male hami (kami lapar) Karna beras mahal pak,harga karet d kampung kami cm 5rb pak,terpaksa kami harus makan Gadung alias ubi pak."
positif,"Coba putar ulang debatnya.. pertanyaan jokowi awalnya spesifik untuk esport, mobile legend.. Dia ga bilang industri 4.0.. developer, dll pada tanggapan barulah dia singgung.. Dan bang sandi jawab dukung kok untuk ekonomi digital.. Yang pada ributin kan mobile legend nya"
positif,"Rangkuman #DebatFinalPilpres2019 semalam.   https://twitter.com/BBCIndonesia/status/1117052525558026240?s=19Â â€¦  Seru juga. Pak Jokowi tampak lelah setelah orasi sore. Pak Kyai masih AFK. Pak Prabowo ga ada perubahan. Tapi bang Sandi gile, menggebu-gebu dgn ilmu ekonomi nya.  Nice fight from both sides."
negatif,"Rezim @jokowi adalah mandataris world bank, menghapus subsidi listrik, mewajibkan pln membeli listrik dari swasta dengan harga yang tinggi, menghapus subsidi bbm demi supaya industri hilir migas asing bisa masuk ke sistem distribusi bahan bakar, rezim @jokowi ga peduli pertamina"
positif,Prabowo janji tdk ambil gaji untuk mencontoh karyawan KiANI yg bertahun2 TDK ambil gaji ...keren.
positif,"bapak prabowo sandi sangat tegas kepiawian segai presiden negri ini,beliau meyakinkan bahwa akan memperhatikan pangan dan perekonomian rakyat serta membawa indonesia berdaulat di kancah international serta menggiring indonesia adil makmur"
negatif,Kok gitu sih  salah bowo malah mengatakan pembangunan ekonomi Indonesia salah arah tak terlepas dari andil presiden-presiden sebelum Jokowi  https://bit.ly/2GkwvoWÂ  @jokowi @tasyashee #PrabowoSalahkanSBY Seenak jidat dia
negatif,Judul Ini kan fitnah lama kaset baru klo mau pilpres doang prabowo punya utang prabowo penculik prabowo pelanggar ham prabowo ngak kasih gajih.. hahaha basi cong basi.. ðŸ˜„ Yg percaya berita macam inikan segelintir pendkung 01 ajah ðŸ˜„
negatif,"Mau gaji gk dibayar seperti di kiani kertas, apakah harus pilih prabowo sandi juga.? ðŸ¤”"
positif,"Kata Wowo kesalahan arah ekonomi yang mengakibatkan terjadinya deindustrialisasi adalah salah semua pihak.Termasuk presiden-presiden sebelum @Jokowi.Lah, ekonomi Indonesia masa Pak Jokowi baik-baik aja tuh. Malah ngehoaks dengan menyalahkan Presiden terdahulu. #PrabowoSalahkanSBY"
negatif,pak prabowo sama sandi kalo jadi presiden janji gk akan make gajinya...gk kyk jokowaw kampanye aja pake fasilitas negara wkakwka..
negatif,"Prabowo pernak jadi ketum HKTI, apa hasilnya, kalian ngak pandai ngomong, kalian bilang ngaku terbaik, nyalahkan mantan2 pemimpin lalu, memang kalian apa rekam jejaknya, mimpin perusahan sendiri hancur, gaji dan thr karyawan ada yg gak beres"
positif,"Ayo dukung PRABOWO biar negara tdk terlalu banyak pengeluarannya krn jika PRABOWO menang tak ingin di gaji.  Sy tunggu janjimu pak Sy akan pilih km, tpi jika janjimu yg satu ini tdk kau realisasikan, maka sy org...  https://www.facebook.com/100001273636075/posts/2345809945471437/Â â€¦"
netral,"Kembali mengenai persoalan ekonomi dan deindustrialisasi, Prabowo mengatakan hal tersebut merupakan kesalahan semua pihak. Secara khusus Prabowo menyebut itu sebagai kesalahan presiden-presiden sebelum Jokowi.  https://bit.ly/2Z9zEiVÂ  #prabowoSalahkanSBY"
positif,"Kalo sy sih sederhana mas, sp tau yg diceritakan ibu ibu itu bukan full story. Misal, yg tiba"" bayar listrik jd sejuta krna dia pasang ac dan mesin buat produksi rumahan. Ya jelas tagihan naik. Dan itu bukan salah perekonomian, tp adanya peningkatan. Kan siapa tau gt."
positif,Sangat disayangkan pak @jokowi  & Kyai Ma'ruf  berdebat dg Dirut & Komisaris yg msh ingin mempertahankan posisinya. Debat menjadi tdk imbang krn dirut & Komisaris msh berorientasi ke pengelolaan persh dan bukan ekonomi sbh negara.
negatif,"Kok gitu sih  salahkan Secara tidak langsung, Bowo menuding pemerintahan era SBY selama 10 tahun turut berdosa atas kondisi perekonomian  https://bit.ly/2GkwvoWÂ  @jokowi @fearlessdiva83 #PrabowoSalahkanSBY Seenak jidat dia"
negatif,Saya simple aja sih... Harga tiket pesawat di Indonesia timur tidak turun hingga hari ini. Padahal anak buah Jokowi ngomong katanya sudah turun. Harga tiket pesawat kok naik bisa dua kali lipat? Saya korban. Makanya saya tidak mau memilih pembohong.
negatif,"Rabu 17 April 2019 ... Di Prediksi Jokowi bakal kalah in Syaa Allah ... Penyebab utama kekalahan yaitu Pertumbuhan ekonomi hanya 5.1% , Hutang besar banget di atas Rp 5.300 trilyun , Hanya bisa berjanji tapi...  https://www.facebook.com/100004420654230/posts/1267509283406415/Â â€¦"
negatif,"Saya kasih yg mudah2 aja dulu...Naikin level ekonomi kita dulu dari 5% ke 7% , perbanyak ekspor barang2 lokal, BPJS tidak defisit, harga bahan pokok murah, pupuk murah itu aja dulu"
positif,Kok gitu sih  salahkan Adi Prayitno menilai calon presiden nomor urut 02 blunder saat mengkritik buruknya performa ekonomi Indonesia  https://bit.ly/2GkwvoWÂ  @jokowi @wetliar86 #PrabowoSalahkanSBY Seenak jidat dia
