sentimen,tweet,clean_tweet,clean_tweet_sentence
netral,"Pengeloalan ekonomi makro adalah agregat produksi sektor primer seperti pertanian, pertambangan dan perkebunan. Pengelolaan ekonomi makro ini saya kira tak semudah membalikkan tangan, ucap Jokowi di Hotel Sultan, Jakarta, Minggu (13/4/2019).","['pengeloalan', 'ekonomi', 'makro', 'agregat', 'produksi', 'sektor', 'primer', 'tani', 'tambang', 'kebun', 'kelola', 'ekonomi', 'makro', 'kira', 'tidak', 'mudah', 'balik', 'tangan', 'ucap', 'jokowi', 'hotel', 'sultan', 'jakarta', 'minggu', '1342019']",pengeloalan ekonomi makro agregat produksi sektor primer tani tambang kebun kelola ekonomi makro kira tidak mudah balik tangan ucap jokowi hotel sultan jakarta minggu 1342019
netral,"Jokowi menjelaskan, dalam hal ekonomi, sebenarnya ada dua hal yang harus diperhatikan, yaitu pengelolaan ekonomi mikro dan ekonomi makro.","['jokowi', 'jelas', 'ekonomi', 'benar', 'perhati', 'kelola', 'ekonomi', 'mikro', 'ekonomi', 'makro']",jokowi jelas ekonomi benar perhati kelola ekonomi mikro ekonomi makro
negatif,"Saya secara pribadi tidak percaya Prabowo dan Sandi tidak mau ambil gaji, prabowo beli tanah berhektar-hektar. Sandi pengusaha. Intinya beliau berdua manusia, bukan malaikat @sandiuno @prabowo","['pribadi', 'tidak', 'percaya', 'prabowo', 'sandi', 'tidak', 'mau', 'ambil', 'gaji', 'prabowo', 'beli', 'tanah', 'berhektarhektar', 'sandi', 'usaha', 'inti', 'beliau', 'dua', 'manusia', 'bukan', 'malaikat', 'sandiuno', 'prabowo']",pribadi tidak percaya prabowo sandi tidak mau ambil gaji prabowo beli tanah berhektarhektar sandi usaha inti beliau dua manusia bukan malaikat sandiuno prabowo
negatif,Prabowo emang prestasi apa wkwkwkw...org luar pake logika kalo mikir..beda ma pendukung 02 ..dr walkot solo dah dp penghargaan dunia..masuk 100 org tookoh muslim berpengaruh dunia..wowo? Wkwk,"['prabowo', 'memang', 'prestasi', 'apa', 'wkwkwkw', 'orang', 'luar', 'pakai', 'logika', 'kalau', 'mikir', 'beda', 'sama', 'dukung', '02', 'walkot', 'solo', 'deh', 'dp', 'harga', 'dunia', 'masuk', '100', 'orang', 'tookoh', 'muslim', 'pengaruh', 'dunia', 'wowo', 'wkwk']",prabowo memang prestasi apa wkwkwkw orang luar pakai logika kalau mikir beda sama dukung 02 walkot solo deh dp harga dunia masuk 100 orang tookoh muslim pengaruh dunia wowo wkwk
netral,"Kekayaan pak jokowi salah satunya asset tanah dan property, tiap tahun harganya naik.","['kaya', 'pak', 'jokowi', 'salah', 'satu', 'asset', 'tanah', 'property', 'tiap', 'tahun', 'harga', 'naik']",kaya pak jokowi salah satu asset tanah property tiap tahun harga naik
netral,Calon Presiden (Capres) nomor urut 1 Joko Widodo menjawab pendapat calon presiden nomor urut 2 Prabowo bahwa pengelolaan ekonomi Indonesia saat ini salah arah.,"['calon', 'presiden', 'capres', 'nomor', 'urut', '1', 'joko', 'widodo', 'jawab', 'dapat', 'calon', 'presiden', 'nomor', 'urut', '2', 'prabowo', 'kelola', 'ekonomi', 'indonesia', 'salah', 'arah']",calon presiden capres nomor urut 1 joko widodo jawab dapat calon presiden nomor urut 2 prabowo kelola ekonomi indonesia salah arah
negatif,"Loe yg goblok  Game2 itu bnyk dimain sama anak2, pengaruhnya bagi ekonomi yg pasti ada...secara (tidak) langsung.  Anak2 skrg lebih suka.main game, menghilangkan niat kreatifitas dan aktifiktas...yg ujung2nya ke SDM.  Pada periode 2 kedepan jokowi akan fokus ke SDM.","['kamu', 'bodoh', 'game2', 'banyak', 'main', 'sama', 'anak', 'pengaruh', 'ekonomi', 'tidak', 'langsung', 'anak', 'sekarang', 'lebih', 'suka', 'main', 'game', 'hilang', 'niat', 'kreatifitas', 'aktifiktas', 'ujung2nya', 'sdm', 'periode', '2', 'depan', 'jokowi', 'fokus', 'sdm']",kamu bodoh game2 banyak main sama anak pengaruh ekonomi tidak langsung anak sekarang lebih suka main game hilang niat kreatifitas aktifiktas ujung2nya sdm periode 2 depan jokowi fokus sdm
negatif,Coba ae ....cucumu @jokowi ajarin setiap hari 12 jam main game....ntar jadi apa mas anak cucumu...ayo ngegame masuk pelajaran sekolah kalau punya potensi ekonomi,"['coba', 'cucu', 'jokowi', 'ajar', 'hari', '12', 'jam', 'main', 'game', 'jadi', 'apa', 'mas', 'anak', 'cucu', 'ayo', 'ngegame', 'masuk', 'ajar', 'sekolah', 'kalau', 'punya', 'potensi', 'ekonomi']",coba cucu jokowi ajar hari 12 jam main game jadi apa mas anak cucu ayo ngegame masuk ajar sekolah kalau punya potensi ekonomi
positif,"Cuaca cerah menyambut kedatangan Presiden @jokowi dan Ibu Iriana di Bandara Internasional King Khalid, Riyadh, Arab Saudi  Minggu 14 April 2019 pukul 08.50 Waktu Setempat (WS)   Alhamdulillah, Org yg selalu kalian hujat, tp beliau sangat dihargai dunia. #Coblos01SudahTerbukti ðŸ‘ðŸ» pic.twitter.com/SAIvVLXo9S","['cuaca', 'cerah', 'sambut', 'datang', 'presiden', 'jokowi', 'ibu', 'iriana', 'bandara', 'internasional', 'king', 'khalid', 'riyadh', 'arab', 'saudi', 'minggu', '14', 'april', '2019', 'pukul', '08', '50', 'waktu', 'tempat', 'ws', 'alhamdulillah', 'orang', 'selalu', 'kalian', 'hujat', 'beliau', 'sangat', 'harga', 'dunia']",cuaca cerah sambut datang presiden jokowi ibu iriana bandara internasional king khalid riyadh arab saudi minggu 14 april 2019 pukul 08 50 waktu tempat ws alhamdulillah orang selalu kalian hujat beliau sangat harga dunia
positif,"Pak Jokowi itu negarawan sejati. Semalam saya melihat Pak Jokowi sepenuh hati berusaha tidak merendahkan cara oposisi memahami permasalahan ekonomi sebuah institusi sebesar negara. Padahal jelas sekali, cara pandang oposisi itu kekanak-kanakan. ðŸ˜…","['pak', 'jokowi', 'negarawan', 'sejati', 'malam', 'lihat', 'pak', 'jokowi', 'sepenuh', 'hati', 'usaha', 'tidak', 'rendah', 'cara', 'oposisi', 'paham', 'masalah', 'ekonomi', 'buah', 'institusi', 'besar', 'negara', 'padahal', 'jelas', 'sekali', 'cara', 'pandang', 'oposisi', 'kekanakkanakan']",pak jokowi negarawan sejati malam lihat pak jokowi sepenuh hati usaha tidak rendah cara oposisi paham masalah ekonomi buah institusi besar negara padahal jelas sekali cara pandang oposisi kekanakkanakan
netral,Probowo menjawab bahwa masalah ekonomi di Indonesia bukanlah salah Jokowi #bukansalahbapak,"['probowo', 'jawab', 'masalah', 'ekonomi', 'indonesia', 'bukan', 'salah', 'jokowi']",probowo jawab masalah ekonomi indonesia bukan salah jokowi
netral,Jokowi Mantabkan Ekonomi Prabowo Salahkan MasaÂ Lalu  https://lintasdaerah.com/jokowi-mantabkan-ekonomi-prabowo-salahkan-masa-lalu/Â â€¦ pic.twitter.com/0aUOVJOH0N,"['jokowi', 'mantabkan', 'ekonomi', 'prabowo', 'salah', 'masa', 'lalu']",jokowi mantabkan ekonomi prabowo salah masa lalu
negatif,Paradoks saat tuduh Prabowo pro radikal saat itu juga tuduh Prabowo gak hargai ijtimak ulama Hadewww,"['paradoks', 'tuduh', 'prabowo', 'profesional', 'radikal', 'tuduh', 'prabowo', 'tidak', 'harga', 'ijtimak', 'ulama', 'hadewww']",paradoks tuduh prabowo profesional radikal tuduh prabowo tidak harga ijtimak ulama hadewww
positif,"Subhanallah.... Baru kali ini dlm sejarah bangsa, Presiden & Wakilnya TIDAK MENGAMBIL HAK GAJINYA... Rakyat harus tau nihh... Jgn lupa kawal PEMILU 2019 dg baik2 #RinduPemimpinCintaIslam pic.twitter.com/zY2gGJ93FP","['subhanallah', 'baru', 'kali', 'sejarah', 'bangsa', 'presiden', 'wakil', 'tidak', 'ambil', 'hak', 'gaji', 'rakyat', 'tahu', 'nih', 'jangan', 'lupa', 'kawal', 'milu', '2019', 'baik']",subhanallah baru kali sejarah bangsa presiden wakil tidak ambil hak gaji rakyat tahu nih jangan lupa kawal milu 2019 baik
positif,"Keliling pasar, cek harga, beli petai, tasbih ulama, terakhir umrah menjelang pilpres... Kayaknya ada yg ngikuuuuuuuut bang @sandiuno nih.. #UASdifitnahKejiDanBrutal","['keliling', 'pasar', 'cek', 'harga', 'beli', 'petai', 'tasbih', 'ulama', 'akhir', 'umrah', 'jelang', 'pilpres', 'kayak', 'ngikuuuuuuuut', 'bang', 'sandiuno']",keliling pasar cek harga beli petai tasbih ulama akhir umrah jelang pilpres kayak ngikuuuuuuuut bang sandiuno
negatif,"Klo ekonomi g naik, bgmn masyarakat bisa tumbuh aplgi merata ? Krn anda jadi presiden, hutang meningkat dan kami rakyat Indonesia harus membayarnya secara merata...   Rakyat dapat kartu pra kerja tapi TKA China yg dapat kerjaan...   Please ... Kami sudah muak dgn anda!","['kalau', 'ekonomi', 'tidak', 'naik', 'bagaimana', 'masyarakat', 'tumbuh', 'aplgi', 'rata', 'jadi', 'presiden', 'hutang', 'tingkat', 'rakyat', 'indonesia', 'bayar', 'rata', 'rakyat', 'kartu', 'pra', 'kerja', 'tka', 'china', 'kerja', 'please', 'muak']",kalau ekonomi tidak naik bagaimana masyarakat tumbuh aplgi rata jadi presiden hutang tingkat rakyat indonesia bayar rata rakyat kartu pra kerja tka china kerja please muak
negatif,"Se7,@jokowi itu kelasnya mentok sbenernya gubernur itupun belum teruji bs bener gak urus ibu kota jkt??? Yg paling ngaco itu pendukung @jokowi yg ngotot 2periode, 4.5th kerja yg agak bener hanya infrastruktur itupun???ekonomi itu gk melulu insfrastruktur ad instrumen yg lainnyaðŸ™","['se7jokowi', 'kelas', 'mentok', 'benar', 'gubernur', 'itu', 'uji', 'benar', 'tidak', 'urus', 'ibu', 'kota', 'jakarta', 'paling', 'aco', 'dukung', 'jokowi', 'ngotot', '2periode', '4', '5th', 'kerja', 'benar', 'infrastruktur', 'itupunekonomi', 'tidak', 'selalu', 'insfrastruktur', 'instrumen', 'lain']",se7jokowi kelas mentok benar gubernur itu uji benar tidak urus ibu kota jakarta paling aco dukung jokowi ngotot 2periode 4 5th kerja benar infrastruktur itupunekonomi tidak selalu insfrastruktur instrumen lain
netral,"Memangnya pak jokowi ambil, dr jadi walikota solo pak jokowi nggak pernah ambil gajih, tp di sumbangkan","['memang', 'pak', 'jokowi', 'ambil', 'jadi', 'walikota', 'solo', 'pak', 'jokowi', 'tidak', 'pernah', 'ambil', 'gajih', 'sumbang']",memang pak jokowi ambil jadi walikota solo pak jokowi tidak pernah ambil gajih sumbang
positif,Semua gaji Prabowo Sabdi akan di serahkan ke Negara dan kaum Duafa....  Pemimpin yang Mulia....,"['semua', 'gaji', 'prabowo', 'sabdi', 'serah', 'negara', 'kaum', 'duafa', 'pimpin', 'mulia']",semua gaji prabowo sabdi serah negara kaum duafa pimpin mulia
positif,"dari sabang sampai merauke,bhineka tunggal ika,beragam tp tetap satu Indonesia,NKRI harus tetap dijaga dan idiologi PANCASILA sampai kapanpun TIDAK dapat dirubah,harga mati..","['sabang', 'meraukebhineka', 'tunggal', 'ikaberagam', 'tetap', 'satu', 'indonesiankri', 'tetap', 'jaga', 'idiologi', 'pancasila', 'kapan', 'tidak', 'dirubahharga', 'mati']",sabang meraukebhineka tunggal ikaberagam tetap satu indonesiankri tetap jaga idiologi pancasila kapan tidak dirubahharga mati
negatif,Lo kok pilih jokowi sih?? Mau lo dibego2in lagi? Ga liat apa harga pd naik?? Iya.. harga pd naik.. tp gaji gw juga naik.  Gaji lo ga naik? Mungkin karna kerja lo cuma ngabisin kopi di pantry kantor. Ga heran,"['kamu', 'kok', 'pilih', 'jokowi', 'sih', 'mau', 'kamu', 'dibego2in', 'tidak', 'lihat', 'apa', 'harga', 'naik', 'iya', 'harga', 'naik', 'gaji', 'naik', 'gaji', 'kamu', 'tidak', 'naik', 'mungkin', 'kerja', 'kamu', 'cuma', 'ngabisin', 'kopi', 'pantry', 'kantor', 'tidak', 'heran']",kamu kok pilih jokowi sih mau kamu dibego2in tidak lihat apa harga naik iya harga naik gaji naik gaji kamu tidak naik mungkin kerja kamu cuma ngabisin kopi pantry kantor tidak heran
positif,Lo klo ga suka sama Jokowi ga gtu2 jg donk ðŸ˜† belajarlah menghargai prestasi dan karya serta proses seseorang sampai menjadi pemimpin. Nah baru belajar tweet politik ðŸ˜Š . Tp susah jg ya namanya ga suka mau diapain jg ga suka... ðŸ˜†ðŸ˜†,"['kamu', 'kalau', 'tidak', 'suka', 'sama', 'jokowi', 'tidak', 'begitu-gitu', 'dong', 'bajar', 'harga', 'prestasi', 'karya', 'proses', 'orang', 'jadi', 'pimpin', 'nah', 'baru', 'ajar', 'tweet', 'politik', 'susah', 'iya', 'nama', 'tidak', 'suka', 'mau', 'apa', 'tidak', 'suka']",kamu kalau tidak suka sama jokowi tidak begitu-gitu dong bajar harga prestasi karya proses orang jadi pimpin nah baru ajar tweet politik susah iya nama tidak suka mau apa tidak suka
netral,"Mahar sederhana #TerimaKasihIstriku Jokowi dan Iriana menikah pada  24 Desember 1986 di Solo. Mahar pernikahan Jokowi dan Iriana sederhana.  Mahar berupa alat salat, Alquran, dan cincin kawin. Harga cincin kawin  kala itu Rp 24 ribu.","['mahar', 'sederhana', 'jokowi', 'iriana', 'meni', '24', 'desember', '1986', 'solo', 'mahar', 'nikah', 'jokowi', 'iriana', 'sederhana', 'mahar', 'upa', 'alat', 'salat', 'alquran', 'cincin', 'kawin', 'harga', 'cincin', 'kawin', 'kala', 'rupiah', '24', 'ribu']",mahar sederhana jokowi iriana meni 24 desember 1986 solo mahar nikah jokowi iriana sederhana mahar upa alat salat alquran cincin kawin harga cincin kawin kala rupiah 24 ribu
positif,"Nampaknya cara @sandiuno ini sudah ditungguin oleh Jokowi karena tipenya dari debat 1 selalu menyebut contoh ekonomi dg nama ibu2 .....Begitu di debat ini sandi mulai melayangkan bola langsung di Smesh oleh Jokowi...Game Over,  Skak Matt... Mantul pak Eko..ðŸ‘  https://twitter.com/permadiaktivis/status/1117087950716559360Â â€¦","['nampaknya', 'cara', 'sandiuno', 'ditungguin', 'jokowi', 'tipe', 'debat', '1', 'selalu', 'sebut', 'contoh', 'ekonomi', 'nama', 'ibu', 'debat', 'sandi', 'mulai', 'layang', 'bola', 'langsung', 'smesh', 'jokowi', 'game', 'over', 'skak', 'matt', 'mantap', 'betul', 'pak', 'eko']",nampaknya cara sandiuno ditungguin jokowi tipe debat 1 selalu sebut contoh ekonomi nama ibu debat sandi mulai layang bola langsung smesh jokowi game over skak matt mantap betul pak eko
negatif,Gaji prbwo sandi hanya +/- 65jt buat kaum duafa..  Tapi uang tilep ratusan milyar masuk kantong pribadi ya.. Hadeh miris..,"['gaji', 'prbwo', 'sandi', '65jt', 'buat', 'kaum', 'duafa', 'uang', 'tilap', 'ratus', 'milyar', 'masuk', 'kantong', 'pribadi', 'iya', 'aduh', 'miris']",gaji prbwo sandi 65jt buat kaum duafa uang tilap ratus milyar masuk kantong pribadi iya aduh miris
positif,"Sudah betul pak prabowo ga mau jawab langsung ,biar cawapres yg jawab,karena masalah itu ga fundamental secara ekonomi,tapi berhubung si jae masih ngotot terus ya sesi kedua di jawab prabowo masalah itu ga penting yg penting kesejahteraan rakyat termasuk pertanian,....","['betul', 'pak', 'prabowo', 'tidak', 'mau', 'jawab', 'langsung', 'biar', 'cawapres', 'jawabkarena', 'masalah', 'tidak', 'fundamental', 'ekonomitapi', 'hubung', 'sih', 'jae', 'ngotot', 'terus', 'iya', 'sesi', 'dua', 'jawab', 'prabowo', 'masalah', 'tidak', 'penting', 'penting', 'sejahtera', 'rakyat', 'masuk', 'tani']",betul pak prabowo tidak mau jawab langsung biar cawapres jawabkarena masalah tidak fundamental ekonomitapi hubung sih jae ngotot terus iya sesi dua jawab prabowo masalah tidak penting penting sejahtera rakyat masuk tani
netral,"Dampak ekonomi tidak langsung Asian Games 2018, meliputi tahap konstruksi, operasional penyelenggaraan &kedatangan pengunjung, berkontribusi pd pertumbuhan PDB dan nilai tambah ekonomi, peningkatan output sektor, penyerapan tenaga kerja & peningkatan pendapatan riil. Jokowi hebat","['dampak', 'ekonomi', 'tidak', 'langsung', 'asian', 'games', '2018', 'liput', 'tahap', 'konstruksi', 'operasional', 'selenggara', 'datang', 'unjung', 'kontribusi', 'tumbuh', 'pdb', 'nilai', 'tambah', 'ekonomi', 'tingkat', 'output', 'sektor', 'serap', 'tenaga', 'kerja', 'tingkat', 'dapat', 'riil', 'jokowi', 'hebat']",dampak ekonomi tidak langsung asian games 2018 liput tahap konstruksi operasional selenggara datang unjung kontribusi tumbuh pdb nilai tambah ekonomi tingkat output sektor serap tenaga kerja tingkat dapat riil jokowi hebat
positif,"Gw sangat mendukung Jokowi seumur hidup jd presiden bahkan 7 turunannya gw pilih terus, jika jd gamers itu bisa memberantas pengangguran diindonesia, siapa yg gak mau kerjanya cm tidur2an pegang hp dapat gaji","['sangat', 'dukung', 'jokowi', 'umur', 'hidup', 'jadi', 'presiden', 'bahkan', '7', 'turun', 'pilih', 'terus', 'jadi', 'gamers', 'berantas', 'anggur', 'indonesia', 'siapa', 'tidak', 'mau', 'kerja', 'cuma', 'tidur2an', 'pegang', 'hp', 'gaji']",sangat dukung jokowi umur hidup jadi presiden bahkan 7 turun pilih terus jadi gamers berantas anggur indonesia siapa tidak mau kerja cuma tidur2an pegang hp gaji
positif,Trimakasih @KemenPU  Trimakasih @tni_ad  Trimakasih @jokowi  Prjuangan yg luar biasa ðŸ‘ðŸ¿ Pelan tp pasti alhmdllh masy di ujung Ind bs merasakan manfaat adanya infrastruktur. Ikut senang kalo pajak yg kt bayar ke negara dipakai utk hal2 spt ini ðŸ™‚,"['trimakasih', 'kemenpu', 'trimakasih', 'tniad', 'trimakasih', 'jokowi', 'juang', 'luar', 'biasa', 'pelan', 'alhmdllh', 'masyarakat', 'ujung', 'ind', 'rasa', 'manfaat', 'ada', 'infrastruktur', 'ikut', 'senang', 'kalau', 'pajak', 'bayar', 'negara', 'pakai', 'hal']",trimakasih kemenpu trimakasih tniad trimakasih jokowi juang luar biasa pelan alhmdllh masyarakat ujung ind rasa manfaat ada infrastruktur ikut senang kalau pajak bayar negara pakai hal
netral,RT mosyantax: Demokrat minta Prabowo hargai kontribusi Presiden Keenam SBY  http://bit.ly/2KBo254Â  #mosyanorganizer #mosyancc,"['rt', 'mosyantax', 'demokrat', 'minta', 'prabowo', 'harga', 'kontribusi', 'presiden', 'enam', 'surabaya']",rt mosyantax demokrat minta prabowo harga kontribusi presiden enam surabaya
positif,Ekonomi tidak sekedar bertumbuh. Iyaa..TAPI BERTAMBAH,"['ekonomi', 'tidak', 'dar', 'tumbuh', 'iya', 'tambah']",ekonomi tidak dar tumbuh iya tambah
netral,"Prabowo Salahkan Presiden Sebelum Jokowi, AHY Minta Hargai Kontribusi SBY  https://news.solopos.com/read/20190414/496/985249/prabowo-salahkan-presiden-sebelum-jokowi-ahy-minta-hargai-kontribusi-sby?utm_source=dlvr.it&utm_medium=twitterÂ â€¦ pic.twitter.com/wm7WJXZXb1","['prabowo', 'salah', 'presiden', 'jokowi', 'ahy', 'minta', 'harga', 'kontribusi', 'surabaya']",prabowo salah presiden jokowi ahy minta harga kontribusi surabaya
positif,Belum ada pemimpin negara presiden dan wakilnya  yang menyerahkan gajinya kepada rakyat untuk keperluan rakyatnya Seperti Prabowo,"['pimpin', 'negara', 'presiden', 'wakil', 'serah', 'gaji', 'rakyat', 'perlu', 'rakyat', 'prabowo']",pimpin negara presiden wakil serah gaji rakyat perlu rakyat prabowo
negatif,Penghasilan pak Jokowi dari bisnis Meubelnya jauh lebih besar dari gaji presidennya. Paling lu hanya bisa membodohi kaum kampret...,"['hasil', 'pak', 'jokowi', 'bisnis', 'meubelnya', 'jauh', 'lebih', 'besar', 'gaji', 'presiden', 'paling', 'kamu', 'bodoh', 'kaum', 'sial']",hasil pak jokowi bisnis meubelnya jauh lebih besar gaji presiden paling kamu bodoh kaum sial
positif,"Dampak ekonomi tidak langsung Asian Games 2018, meliputi tahap konstruksi, operasional penyelenggaraan, &kedatangan pengunjung, berkontribusi pd pertumbuhan PDB& nilai tambah ekonomi, peningkatan output sektor, penyerapan tenaga kerja &peningkatan pendapatan riil. Jokowi hebat!","['dampak', 'ekonomi', 'tidak', 'langsung', 'asian', 'games', '2018', 'liput', 'tahap', 'konstruksi', 'operasional', 'selenggara', 'datang', 'unjung', 'kontribusi', 'tumbuh', 'pdb', 'nilai', 'tambah', 'ekonomi', 'tingkat', 'output', 'sektor', 'serap', 'tenaga', 'kerja', 'tingkat', 'dapat', 'riil', 'jokowi', 'hebat']",dampak ekonomi tidak langsung asian games 2018 liput tahap konstruksi operasional selenggara datang unjung kontribusi tumbuh pdb nilai tambah ekonomi tingkat output sektor serap tenaga kerja tingkat dapat riil jokowi hebat
positif,"Kalo janji gaji ga diambil. Yg bgawal Ulama ""bener"" Kurang apa lagi coba.  TPS lah.  #17AprilTPS Tusuk Prabowo Sandi","['kalau', 'janji', 'gaji', 'tidak', 'ambil', 'bgawal', 'ulama', 'benar', 'kurang', 'apa', 'coba', 'tps', 'lah', 'tusuk', 'prabowo', 'sandi']",kalau janji gaji tidak ambil bgawal ulama benar kurang apa coba tps lah tusuk prabowo sandi
netral,Demokrat minta Prabowo hargai kontribusi Presiden Keenam SBY  http://bit.ly/2KBo254Â ,"['demokrat', 'minta', 'prabowo', 'harga', 'kontribusi', 'presiden', 'enam', 'surabaya']",demokrat minta prabowo harga kontribusi presiden enam surabaya
negatif,Jokowi: Apa yang akan bapak lakukan untuk pengembangan e-sport mobile legend kedepan?  Prabowo: Tingkatkan produksi pertanian! Tingkatkan kualitas buruh! Turunkan harga! Itu yang akan saya fokus!  Gw: @$&##$&? ðŸ˜­ðŸ˜­ðŸ˜­,"['jokowi', 'apa', 'bapak', 'laku', 'kembang', 'esport', 'mobile', 'legend', 'depan', 'prabowo', 'tingkat', 'produksi', 'tani', 'tingkat', 'kualitas', 'buruh', 'turun', 'harga', 'fokus']",jokowi apa bapak laku kembang esport mobile legend depan prabowo tingkat produksi tani tingkat kualitas buruh turun harga fokus
